Auteur; Titre; Chapitre; Lieu; Adresse; Arrondissement; Géoréférencement 1; Géoréférencement 2 ; Géoréférencement 3 ; Qualification ; Personnages ; Indication ; Typologie ; Rive ; Attribut
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, Sénécal; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse, Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; Hôtel de Ville; place Hôtel de Ville; -; -; 4; 48.856821, 2.352301; bâtiment; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, IV; Église de la Madeleine; Place de la Madeleine; 8; -; -; 48.870137, 2.324563; église; Frédéric, signora Dambreuse, Pellerin; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, IV; Père-Lachaise; 16 Rue du Repos; 20; -; -; 48.859785, 2.390791; cimetière; Frédéric, signora Dambreuse, Fumichon, Hussonnet; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; casa di cura e maternità; rue Marbeuf; 8; -; -; 48.868716, 2.303801; hôpital; Frédéric, Rosanette; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, Rosanette, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Rosanette, Hussonnet, Fumichon, Nonancourt, Grémonville, signor de Larsillois, Cisy, barone di Comaing, conte di Jumillac; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Rosanette, Deslauriers; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Rosanette, ufficial giudiziario Athanase Gautherot, Delphine; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; Café place de la Bastille; place de la Bastille; 11; -; -; 48.853494, 2.3688; café; Frédéric, Regimbart; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, IV; negozio Arnoux; rue de Fleurus; 6; -; -; 48.847059, 2.331879; boutique; Frédéric, Arnoux, signora Arnoux; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, Dussardier; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Rosanette, Deslauriers, Sénécal; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Rosanette, piccolo Frédéric, Delphine, Pellerin; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; chez Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; negozio Arnoux; rue de Fleurus; 6; -; -; 48.847059, 2.331879; boutique; Frédéric; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; chez Regimbart; rue de l’Empereur (rue Lepic); 18; -; -; 48.884804, 2.333729; maison; Frédéric, signora Regimbart, Regimbart; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; chez Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; chez Arnoux; 37 rue Paradis-Poissonnière; 10; -; -; 48.874901, 2.352845; maison; Frédéric; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; chez Rosanette; boulevard Poissonnière; 2; -; -; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; palazzo delle aste; Place de la Bourse; 2; -; -; 48.868775, 2.340803; bâtiment; Frédéric, signora Dambreuse, ufficiale giudiziario Berthelmot, Rosanette; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, V; strada dinanzi al Café Tortoni; 2 Boulevard des Italiens; 9; -; -; 48.872014, 2.336861; rue; Frédéric, Dussardier, Sénécal; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, VI; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, madame Arnoux; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, VII; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; -; -; 48.87435, 2.320154; maison; Frédéric, Deslauriers; inexacte; vécu; droite; fictif
